0.028143 0.041421 0.033768
0.025450 0.041213 0.036706
0.023234 0.041370 0.039112
0.023328 0.046968 0.046901
0.014280 0.044309 0.051584
0.015852 0.044884 0.051274
0.019435 0.044884 0.049379
0.020295 0.043825 0.047255
0.017578 0.046507 0.050984
0.019877 0.047175 0.049996
0.021864 0.047048 0.048715
0.025349 0.049794 0.046195
0.021971 0.044489 0.045895
0.022446 0.044330 0.044031
0.024224 0.046065 0.043948
0.024792 0.047569 0.045436
0.020483 0.042892 0.043940
0.017925 0.042509 0.047366
0.017380 0.043490 0.049802
0.014449 0.042938 0.050770
0.023753 0.033486 0.029152
0.046524 0.051924 0.027327
0.049555 0.052187 0.027606
0.049245 0.055230 0.028871
0.052747 0.054957 0.028584
0.050451 0.056131 0.029198
0.051958 0.056126 0.029197
0.050448 0.057568 0.029190
0.052457 0.058275 0.029284
0.054433 0.058840 0.029183
0.054977 0.060321 0.029156
0.055730 0.061345 0.028906
0.058378 0.063700 0.027917
0.052356 0.052530 0.026835
0.055654 0.052659 0.024389
0.058285 0.052404 0.021624
0.055431 0.055177 0.027127
0.056724 0.054462 0.025472
0.058479 0.055154 0.024496
0.059663 0.054397 0.022675
0.061500 0.055185 0.021319
0.057278 0.055926 0.026298
0.060200 0.055880 0.023484
0.055706 0.057817 0.028426
0.057995 0.058194 0.027006
0.059524 0.057834 0.025468
0.061325 0.058278 0.024261
0.062385 0.057243 0.022240
0.064127 0.058209 0.021267
0.066372 0.058556 0.018618
0.058486 0.060778 0.027586
0.061772 0.060761 0.025466
0.063576 0.060870 0.024016
0.065062 0.060692 0.022120
0.067313 0.060720 0.018921
0.060452 0.061596 0.026543
0.066305 0.061493 0.020922
0.060901 0.063809 0.026690
0.062543 0.063460 0.025789
0.064336 0.063674 0.024267
0.065610 0.063630 0.022586
0.066519 0.063576 0.021241
0.068064 0.063512 0.019075
0.064278 0.066310 0.024715
0.065806 0.065679 0.022872
0.068878 0.064229 0.017893
0.055336 0.050774 0.022196
0.046649 0.048432 0.024713
0.049437 0.049298 0.024739
0.051524 0.049724 0.023877
0.053198 0.051303 0.024613
0.051002 0.050696 0.025635
0.060859 0.052712 0.018895
0.061345 0.051980 0.015925
0.062514 0.054082 0.018531
0.063943 0.055605 0.018635
0.065247 0.057091 0.018665
0.058021 0.049123 0.012820
0.061539 0.051606 0.012934
0.062963 0.052489 0.009928
0.064478 0.054705 0.015928
0.064904 0.054609 0.013122
0.064620 0.054036 0.009921
0.065978 0.055583 0.011914
0.066989 0.057770 0.015912
0.067455 0.057819 0.012909
0.068290 0.060559 0.016106
0.068494 0.060014 0.012906
0.068786 0.061430 0.014906
0.054323 0.047274 0.012888
0.055917 0.048038 0.013421
0.049592 0.045590 0.016071
0.052537 0.046844 0.015719
0.055582 0.048371 0.015824
0.046564 0.045293 0.019250
0.057947 0.049620 0.016058
0.059505 0.050471 0.015462
0.049710 0.046448 0.018976
0.052679 0.047761 0.018584
0.055358 0.049266 0.019034
0.057100 0.049954 0.018360
0.058912 0.051087 0.018582
0.046611 0.046541 0.022085
0.049273 0.047091 0.021225
0.052716 0.049000 0.021433
0.049499 0.047826 0.022433
0.054727 0.050033 0.021528
0.043826 0.047024 0.023806
0.009009 0.028940 0.034241
0.026064 0.041040 0.030520
0.028404 0.041299 0.030317
0.030000 0.041759 0.029327
0.023289 0.040894 0.033241
0.026204 0.041090 0.033483
0.020110 0.040807 0.036448
0.023009 0.040973 0.036717
0.017326 0.040887 0.039043
0.020229 0.041126 0.039609
0.014147 0.041116 0.041060
0.016841 0.041411 0.041351
0.017334 0.042646 0.042124
0.020395 0.042999 0.041546
0.014373 0.042492 0.042526
0.011213 0.046577 0.052176
0.014089 0.047074 0.051796
0.016394 0.047292 0.051406
0.014126 0.049567 0.051867
0.016679 0.049855 0.051527
0.018262 0.049937 0.051175
0.020086 0.049982 0.050321
0.022183 0.049995 0.048964
0.023826 0.050003 0.047822
0.017030 0.052430 0.050824
0.020046 0.052779 0.049770
0.022223 0.052506 0.048741
0.023691 0.052725 0.047653
0.023087 0.055442 0.047666
0.023088 0.044284 0.041378
0.022819 0.043473 0.038471
0.026635 0.049769 0.044013
0.028459 0.049947 0.040943
0.025704 0.052730 0.046152
0.027239 0.052713 0.044849
0.028557 0.052830 0.043598
0.029789 0.052222 0.041487
0.030973 0.053245 0.040563
0.025695 0.055486 0.046163
0.027434 0.054830 0.045157
0.028932 0.055641 0.044319
0.030713 0.055522 0.042870
0.031939 0.055449 0.041123
0.029318 0.058179 0.044977
0.031615 0.058532 0.043709
0.032882 0.057626 0.041632
0.032275 0.061194 0.044851
0.033927 0.061294 0.043198
0.025631 0.046544 0.041025
0.040639 0.049298 0.026695
0.043717 0.048970 0.025356
0.043599 0.051918 0.027054
0.043511 0.054938 0.028300
0.046449 0.055321 0.028283
0.044545 0.057826 0.028973
0.046468 0.058182 0.028399
0.049243 0.058379 0.028807
0.049454 0.061027 0.028453
0.052196 0.061425 0.028890
0.052950 0.060389 0.029158
0.052445 0.063852 0.028313
0.055465 0.063853 0.028706
0.055450 0.066619 0.027728
0.058468 0.066597 0.027566
0.061238 0.066537 0.026615
0.058463 0.068662 0.026767
0.060990 0.068620 0.026332
0.061815 0.069356 0.025696
0.063861 0.071559 0.023893
0.035319 0.045284 0.028069
0.037522 0.046624 0.027372
0.038338 0.048259 0.028187
0.040700 0.051396 0.028211
0.041923 0.053705 0.028600
0.042426 0.055212 0.029352
0.043243 0.057564 0.030216
0.066971 0.066425 0.021557
0.068362 0.066270 0.019549
0.069047 0.066285 0.018244
0.062899 0.067080 0.025749
0.064412 0.069083 0.024425
0.066955 0.069047 0.021932
0.068453 0.068975 0.019708
0.069158 0.069441 0.018215
0.066750 0.072152 0.021295
0.069259 0.063556 0.015905
0.069760 0.066373 0.015905
0.069951 0.069161 0.015904
0.033640 0.043502 0.026701
0.041391 0.048084 0.025388
0.043005 0.050278 0.026153
0.055572 0.047500 0.007070
0.058181 0.048976 0.009746
0.058674 0.049301 0.006953
0.061664 0.051483 0.009935
0.061626 0.051655 0.006938
0.060930 0.051617 0.003948
0.064717 0.054453 0.006678
0.064423 0.054755 0.003931
0.066092 0.055590 0.009914
0.065998 0.055604 0.007418
0.067627 0.057820 0.009908
0.067441 0.057823 0.006909
0.068690 0.060027 0.009902
0.068502 0.060363 0.006649
0.069017 0.061451 0.012903
0.069183 0.061457 0.009897
0.069034 0.061460 0.007399
0.069767 0.063600 0.012898
0.069988 0.063619 0.009893
0.070395 0.066426 0.012898
0.052754 0.046156 0.007331
0.054970 0.047251 0.005619
0.046727 0.043290 0.010444
0.048503 0.044082 0.009182
0.049749 0.044729 0.010070
0.052475 0.046045 0.009967
0.054760 0.047127 0.010324
0.056204 0.047837 0.009906
0.046806 0.043858 0.013296
0.048327 0.044370 0.012534
0.049915 0.045116 0.013094
0.052584 0.046275 0.012561
0.043919 0.043240 0.015216
0.046045 0.043914 0.015221
0.047352 0.044765 0.016543
0.041050 0.043323 0.018566
0.043852 0.043930 0.017950
0.044664 0.044491 0.018980
