-0.397139,0.010723,-0.031831
-0.397885,0.034541,-0.028231
-0.397427,0.054207,-0.026357
-0.401125,0.104216,-0.059441
-0.395747,0.151538,-0.031473
-0.397691,0.146459,-0.037612
-0.403048,0.127027,-0.045059
-0.403154,0.111661,-0.040293
-0.396821,0.141608,-0.047792
-0.398760,0.130821,-0.055233
-0.401508,0.118577,-0.058523
-0.396177,0.096674,-0.073832
-0.402269,0.099941,-0.045174
-0.399101,0.087389,-0.042747
-0.398591,0.083744,-0.053831
-0.399533,0.092285,-0.063281
-0.397656,0.090492,-0.031796
-0.400677,0.116941,-0.028885
-0.402589,0.133506,-0.034896
-0.398375,0.145593,-0.025902
-0.396872,-0.011435,0.016467
-0.400248,-0.064388,-0.111355
-0.409059,-0.069152,-0.121900
-0.401945,-0.059425,-0.133497
-0.412297,-0.068916,-0.142645
-0.403514,-0.059659,-0.140767
-0.407945,-0.062942,-0.145302
-0.398930,-0.059097,-0.145597
-0.402835,-0.062588,-0.154223
-0.406563,-0.067267,-0.161922
-0.403392,-0.067992,-0.168519
-0.401675,-0.070734,-0.173807
-0.399289,-0.081576,-0.187998
-0.414090,-0.079833,-0.130147
-0.416705,-0.101977,-0.136185
-0.417715,-0.124792,-0.138342
-0.415511,-0.083610,-0.148899
-0.417071,-0.096890,-0.147440
-0.417372,-0.106410,-0.153339
-0.418295,-0.120491,-0.151112
-0.417499,-0.132484,-0.156905
-0.416300,-0.092403,-0.155531
-0.417368,-0.116064,-0.159186
-0.411481,-0.075115,-0.160963
-0.413139,-0.088657,-0.166620
-0.414584,-0.101582,-0.167281
-0.415178,-0.112726,-0.172070
-0.416075,-0.127883,-0.168173
-0.415478,-0.137242,-0.174963
-0.413763,-0.158252,-0.178194
-0.407966,-0.085074,-0.177865
-0.411894,-0.105249,-0.183956
-0.412899,-0.118034,-0.187189
-0.412668,-0.132989,-0.187696
-0.410488,-0.157525,-0.188886
-0.408304,-0.095411,-0.184708
-0.410519,-0.142714,-0.192020
-0.403008,-0.094553,-0.193801
-0.406480,-0.103805,-0.195977
-0.406923,-0.116964,-0.199403
-0.406231,-0.130081,-0.200105
-0.405413,-0.140343,-0.200271
-0.404261,-0.157037,-0.200859
-0.399617,-0.112976,-0.208929
-0.401090,-0.127887,-0.208128
-0.401164,-0.165767,-0.203632
-0.415788,-0.115553,-0.124947
-0.404578,-0.082190,-0.095277
-0.410079,-0.087727,-0.106672
-0.412506,-0.097380,-0.112880
-0.414410,-0.095832,-0.124584
-0.412672,-0.085035,-0.117721
-0.416871,-0.147025,-0.142293
-0.412546,-0.166638,-0.135991
-0.416393,-0.152283,-0.151271
-0.416039,-0.154109,-0.160918
-0.415235,-0.156134,-0.169931
-0.403418,-0.179693,-0.110759
-0.406174,-0.185595,-0.129979
-0.399384,-0.206788,-0.131902
-0.413105,-0.172284,-0.154667
-0.407034,-0.190491,-0.150624
-0.399321,-0.209782,-0.142121
-0.403815,-0.199838,-0.155004
-0.410711,-0.176550,-0.172577
-0.403763,-0.195994,-0.168794
-0.406215,-0.177013,-0.186273
-0.399846,-0.197347,-0.179341
-0.401648,-0.185098,-0.188573
-0.398620,-0.172015,-0.093462
-0.402321,-0.171883,-0.101809
-0.398734,-0.142882,-0.079156
-0.402438,-0.150919,-0.091663
-0.406812,-0.156250,-0.106208
-0.399434,-0.116892,-0.074674
-0.410423,-0.159428,-0.117990
-0.410676,-0.166118,-0.124509
-0.404253,-0.124928,-0.087592
-0.407732,-0.133238,-0.100299
-0.412040,-0.135664,-0.114280
-0.413136,-0.143302,-0.120665
-0.415461,-0.145400,-0.130363
-0.403319,-0.099051,-0.084088
