PC1,PC2,PC3
-1.049761,1.130845,0.754074
-1.010498,1.151485,0.942536
-1.003232,1.199573,0.895639
-1.017097,1.202284,0.845286
-1.073280,0.710909,0.300518
-1.067068,0.635088,0.258990
-1.057799,0.669668,0.112114
-1.020659,0.690502,0.056635
-1.069994,0.738740,0.013432
-1.099596,0.768877,-0.012624
-1.022856,0.752229,-0.033285
-1.052452,0.781217,-0.059282
-1.098933,0.829597,-0.096901
-1.049335,0.858978,-0.139001
-1.001441,0.833011,-0.123523
-1.055919,1.107899,0.897409
-1.037993,0.768647,0.883716
-1.082984,0.756545,0.838910
-1.000279,0.832950,0.927246
-1.039598,0.905897,0.900162
-1.081220,0.879195,0.856305
-0.997627,0.957095,0.947465
-1.032779,1.027930,0.921894
-1.076947,1.007454,0.876981
-0.992009,1.082471,0.967272
-1.067205,1.540564,-0.402471
-1.029894,1.577915,-0.448248
-1.086226,1.575212,-0.514636
-1.034356,1.596980,-0.485476
-1.001991,1.629281,-0.521259
-1.051979,1.608000,-0.571602
-1.095908,1.571852,-0.617128
-1.006929,1.613712,-0.619573
-1.051355,1.579152,-0.665531
-1.004337,1.580360,-0.712019
-1.050375,1.549272,-0.759254
-1.095631,1.516118,-0.805913
-1.049290,1.519221,-0.853031
-1.078310,1.475675,-0.908005
-1.025237,1.463208,-0.950417
-1.052408,1.433951,-0.979262
-1.051610,1.409054,-1.007643
-1.091436,1.366630,-1.045209
-1.028051,1.328474,-1.078651
-1.074170,1.292177,-1.102748
-1.020685,1.524031,-0.359765
-1.002131,1.313161,-0.142703
-1.036147,1.373854,-0.190495
-1.081409,1.439106,-0.243643
-1.039456,1.463159,-0.282454
-1.091903,1.488590,-0.306308
-1.056941,0.793995,-0.716003
-1.091618,0.732771,-0.743137
-1.011425,0.652540,-0.763687
-1.052991,0.611324,-0.808051
-1.090840,0.562414,-0.849725
-1.037657,0.552918,-0.887068
-1.072709,0.515855,-0.909279
-1.072189,0.486914,-0.935471
-1.097502,0.431793,-0.967928
-1.034633,0.523736,-0.914716
-1.048078,0.189583,-1.056203
-1.081403,0.134184,-1.075468
-1.095249,0.012593,-1.107611
-1.033092,0.008759,-1.140785
-1.038609,-0.111024,-1.152449
-1.039414,0.408127,-0.984906
-1.078417,0.259317,-1.042077
-1.047492,0.302880,-1.027852
-1.102507,-0.092563,-1.127193
-1.035126,0.239262,-1.045049
-1.074111,0.084632,-1.092719
-1.111442,0.324470,-1.010625
-1.015209,-0.102840,-1.105053
-1.111268,-0.023399,-1.083471
-1.111220,-0.140133,-1.052147
-1.021361,-0.324759,-1.026709
-1.063671,-0.232474,-1.041224
-1.074761,-0.112445,-1.075900
-1.048516,0.005521,-1.120672
-1.098679,-0.348110,-0.988827
-1.036390,-0.546158,-0.933193
-1.117334,-0.460076,-0.929949
-1.060890,-0.445669,-0.966015
-1.037679,-0.651809,-0.879292
-1.078106,-0.556514,-0.905189
-1.086884,0.068559,-1.113633
-1.042159,0.202705,-1.129431
-1.095680,0.199222,-1.107677
-1.031315,-0.198835,-1.065165
-1.092174,-0.664679,-0.841042
-1.082349,0.125361,-1.118024
-1.076811,0.260322,-1.111737
-1.103739,-1.167072,-1.228598
-1.038829,-1.436702,-1.011007
-1.052830,-1.156727,-1.270922
-1.055555,-1.256442,-1.193274
-1.101892,-1.262635,-1.145421
-1.052186,-1.350435,-1.107980
-1.119744,-1.718022,-0.360675
-1.078785,-1.724690,-0.411729
-1.032357,-1.771227,-0.370320
-1.110341,-1.672246,-0.536951
-1.038854,-1.729835,-0.464445
-1.060055,-1.705189,-0.512909
-1.109003,-1.638987,-0.628676
-1.069002,-1.670899,-0.591245
-1.027356,-1.702350,-0.551820
-1.086737,-1.601925,-0.701964
-1.072938,-1.632354,-0.662840
-1.092790,-1.537489,-0.790701
-1.044153,-1.584612,-0.746898
-1.125546,-1.444399,-0.908078
-1.081264,-1.494330,-0.869533
-1.045165,-1.529275,-0.837028
-1.121543,-1.375610,-0.998391
-1.080324,-1.439313,-0.957213
-1.028778,-1.504001,-0.913920
-1.099920,-1.332424,-1.065710
-1.084239,-1.371846,-1.039464
-1.110449,-1.306225,0.450572
-1.109122,-1.326133,0.348045
-1.111307,-1.347673,0.259545
-1.066634,-1.360200,0.312473
-1.062585,-1.363549,0.215351
-1.111212,-1.332457,0.100762
-1.066184,-1.401155,0.013403
-1.079571,-1.393897,-0.031734
-1.097147,-1.347083,-0.117526
-1.054742,-1.388155,-0.053937
-1.050083,-1.346888,-0.161045
-1.068051,-1.320931,-0.204638
-1.082677,-1.320097,-0.274879
-1.035683,-1.347893,-0.259192
-1.064598,-1.305543,0.505692
-1.061560,-1.219989,0.590394
-1.017256,-1.205098,0.636413
-1.058951,-1.328007,0.408048
-1.026999,-1.358874,0.361086
-1.058517,-1.374370,0.108846
-1.100853,-1.172859,0.566125
-1.012883,-1.089496,0.662631
-1.057914,-1.129161,0.615142
-1.042472,-1.022197,0.629597
-1.091062,-1.048396,0.584483
-1.042611,-0.976014,0.585197
-1.089593,-0.988115,0.555920
-1.101109,-0.960473,0.507332
-1.038744,-0.940452,0.541428
-1.030723,-0.887858,0.515429
-1.079702,-0.894657,0.474829
-1.108964,-0.852659,0.449814
-1.012040,-0.778357,0.535769
-1.053142,-0.807614,0.492180
-1.010461,-0.659295,0.554972
-1.056276,-0.681552,0.506158
-1.099710,-0.723222,0.456963
-1.095340,-0.600357,0.482377
-1.014399,-0.521785,0.575170
-1.053046,-0.545743,0.533461
-1.097728,-0.473167,0.502020
-1.053682,-0.432741,0.550716
-1.057353,-0.322423,0.567514
-1.097101,-0.348168,0.525074
-1.014826,-0.279865,0.617675
-1.007721,-0.163317,0.641323
-1.050970,-0.186317,0.596038
-1.097291,-0.207466,0.547643
-1.017936,-0.040792,0.649595
-1.054763,-0.061875,0.611823
-1.095911,-0.090389,0.568086
-1.000982,0.093139,0.688129
-1.050595,0.077847,0.637571
-1.030396,0.042550,0.649763
-1.084842,0.027969,0.596794
-1.098636,0.089138,0.592456
-1.095137,0.156348,0.606607
-0.895042,0.176642,1.377428
-0.939440,0.185606,1.332357
-0.938824,0.286907,1.346835
-0.985222,0.266629,1.297392
-0.893871,0.314234,1.350142
-0.968429,0.201676,1.175964
-0.971040,0.379970,1.323375
-0.908178,0.380008,1.320098
-0.949137,0.409200,1.324329
-0.973681,0.490355,1.304123
-0.958204,0.503321,1.298137
-0.971107,0.809037,1.382081
-0.914264,0.910480,1.442343
-0.968620,0.896380,1.389092
-0.911893,1.027745,1.446377
-0.958387,1.007537,1.397739
-0.905302,1.159013,1.466944
-0.947055,1.132354,1.423297
-0.940984,1.609306,1.304635
-0.890728,1.577677,1.266743
-0.936862,1.557694,1.216108
-0.971040,1.505137,1.173914
-0.884557,1.428982,1.144216
-0.939490,1.390044,1.111258
-0.978931,1.343011,1.068751
-0.898324,1.346960,1.102043
-0.941794,1.309902,1.056573
-0.985390,1.272903,1.011221
-0.889185,1.268738,1.035292
-0.940049,1.250315,0.983630
-0.983707,1.212616,0.938462
-0.887063,1.238868,0.940836
-0.932874,1.206085,0.893801
-0.970788,1.154170,0.853400
-0.888726,1.215838,0.843912
-0.925531,1.161103,0.804463
-0.956479,1.091709,0.770029
-0.984556,1.031530,0.734217
-0.906413,1.129805,0.719606
-0.925554,1.093119,0.714176
-0.943407,1.039279,0.675882
-0.981779,1.015316,0.633872
-0.898440,1.072535,0.614196
-0.929730,1.035587,0.571798
-0.980973,1.050659,0.560551
-0.918545,1.077020,0.488788
-0.938720,1.596712,1.405958
-0.926299,1.502959,1.168522
-0.955345,1.560177,1.446923
-0.889282,1.589363,1.353945
-0.966740,1.104411,0.472843
-0.916428,1.114904,0.436248
-0.965458,1.173818,0.389639
-0.909692,1.199974,0.348559
-0.923248,1.560426,1.468734
-0.900358,1.267146,1.485448
-0.945796,1.255722,1.441160
-0.899763,1.416664,1.502894
-0.943575,1.377362,1.458267
-0.935333,1.498908,1.475464
-0.890174,1.520005,1.506285
-0.961493,0.798699,-0.690913
-0.914322,0.954683,0.147472
-0.962053,1.183446,-0.161105
-0.908868,1.169526,-0.207303
-0.958989,1.148998,-0.257906
-0.907995,1.134264,-0.309543
-0.944416,1.115305,-0.361998
-0.989236,1.081345,-0.408348
-0.998278,1.047801,-0.489710
-0.906583,1.091746,-0.419960
-0.936804,1.070518,-0.451355
-0.906224,1.053291,-0.468824
-0.952384,1.023082,-0.516457
-0.997386,0.989307,-0.562726
-0.899725,0.981294,-0.537604
-0.945770,0.950157,-0.584720
-0.989999,0.914569,-0.630358
-0.920696,0.842693,-0.654275
-0.928302,0.900332,-0.617437
-0.984334,1.109114,0.000711
-0.903861,1.051986,0.072089
-0.931327,1.103018,0.027139
-0.941979,1.151768,-0.043643
-0.977063,1.161938,-0.079727
-0.918876,1.175459,-0.137605
-0.987060,1.029298,0.092194
-0.966127,0.836723,0.270211
-0.955924,1.078306,0.048213
-0.940711,1.017020,0.103858
-0.912090,0.850324,0.238088
-0.952574,0.911340,0.193064
-0.992204,0.952477,0.166158
-0.950084,1.156630,-1.128951
-0.996480,1.215431,-1.126919
-0.914786,1.042497,-1.198868
-0.964912,1.065161,-1.200244
-0.998951,1.044672,-1.254101
-0.960070,1.040351,-1.243924
-0.920683,0.984822,-1.279826
-0.966334,0.954518,-1.326895
-1.004188,0.904599,-1.367877
-1.004261,0.816632,-1.412089
-0.905754,0.894447,-1.342690
-0.945043,0.848559,-1.385370
-0.904490,0.809065,-1.396420
-0.953450,0.767851,-1.428127
-0.918433,0.724310,-1.442741
-0.960994,0.677945,-1.467085
-0.996753,0.615971,-1.497658
-0.919684,0.452302,-1.585495
-0.928845,0.503419,-1.569309
-1.005686,0.529365,-1.541184
-1.008198,0.400317,-1.565591
-0.940434,0.397662,-1.589780
-0.927216,0.323421,-1.601266
-0.972727,0.589430,-1.526671
-0.912795,0.153597,-1.176543
-0.946103,-0.520111,-0.980989
-0.915183,-0.181599,-1.113111
-0.955030,-0.093848,-1.127555
-0.933667,-0.062399,-1.141044
-0.943660,-0.301270,-1.064148
-0.985023,-0.423531,-1.005311
-0.979828,-0.202308,-1.085427
-0.982399,0.034340,-1.149181
-0.997561,-0.736994,-0.846845
-0.920479,0.039285,-1.166615
-0.933253,-0.726663,-0.880602
-0.995180,-0.640815,-0.906153
-1.007316,-0.538312,-0.950592
-0.988083,-0.018604,-1.137805
-1.005821,0.246554,-1.139403
-1.007158,0.119787,-1.145946
-0.930253,0.225804,-1.168239
-0.934561,0.105441,-1.170832
-0.915512,-0.420109,-1.030386
-0.975128,0.184966,-1.156417
-0.965818,-0.632648,-0.922882
-0.933791,-0.833693,-0.806212
-0.972709,-1.115290,-0.499193
-0.939220,-1.022199,-0.643595
-0.996748,-0.843365,-0.771269
-0.977401,-0.967646,-0.674396
-0.930315,-1.112297,-0.551506
-0.988370,-1.030966,-0.598932
-0.935577,-0.932290,-0.727117
-0.972044,-0.804197,-0.812139
-0.961204,-0.768150,-0.843331
-0.976173,-0.904463,-0.735778
-1.007400,-0.927646,-0.699202
-0.988344,-1.392208,0.136854
-0.983979,-1.366676,0.038342
-0.955486,-1.384846,0.065931
-0.980214,-1.331859,-0.050879
-0.938115,-1.360177,-0.010376
-1.007384,-1.256748,-0.166075
-0.981004,-1.292281,-0.119261
-0.935400,-1.315292,-0.103725
-0.970030,-1.234616,-0.220601
-0.983638,-1.183279,-0.330596
-0.927369,-1.238570,-0.269622
-0.989990,-1.141129,-0.423998
-0.959700,-1.180740,-0.398575
-1.018281,-1.403012,-0.039433
-0.956163,-1.453699,-0.007746
-0.992608,-1.395008,-0.120529
-0.964512,-1.423842,-0.078524
-0.919213,-1.468717,-0.046468
-0.998197,-1.372381,-0.214302
-0.952073,-1.413900,-0.177082
-0.931794,-1.440112,-0.129415
-0.932401,-1.374929,-0.272194
-0.969098,-1.200885,0.679630
-1.013512,-1.294068,0.558633
-0.947376,-1.281365,0.608847
-0.977808,-1.298252,0.555376
-1.004062,-1.314719,0.459499
-0.970612,-1.299183,0.492198
-0.943558,-1.291488,0.517622
-0.982313,-1.368019,0.370662
-0.939210,-1.344402,0.418576
-1.012354,-1.379492,0.323582
-1.012053,-1.384889,0.252328
-0.979250,-1.389552,0.280721
-0.928775,-1.388890,0.326227
-1.015433,-1.373437,0.163765
-0.973801,-1.386112,0.216512
-0.923421,-1.409214,0.229461
-0.965250,-1.395519,0.176361
-1.013643,-1.424207,0.066001
-0.964611,-1.452540,0.089506
-0.924699,-1.457837,0.136405
-0.921611,-1.486747,0.041006
-0.938894,-1.156389,0.729269
-0.928710,-1.041537,0.748636
-0.972161,-1.064845,0.703846
-0.949653,-0.981954,0.719734
-0.993883,-0.996042,0.674705
-0.934470,-0.922050,0.669263
-0.990877,-0.954680,0.627371
-0.976133,-0.914845,0.586200
-0.934115,-0.835027,0.606357
-0.975779,-0.863430,0.563232
-0.925332,-0.700226,0.631587
-0.962890,-0.745138,0.589078
-0.970558,-0.628370,0.599745
-0.921738,-0.594667,0.653558
-0.963341,-0.512602,0.626092
-0.933088,-0.462415,0.663324
-0.925419,-0.337199,0.694587
-0.965556,-0.367582,0.649957
-1.005220,-0.398800,0.604782
-0.923545,-0.219921,0.714139
-0.970585,-0.240077,0.666374
-0.915550,-0.086666,0.741360
-0.943798,-0.092363,0.715885
-0.963588,-0.112239,0.691032
-0.993266,-0.041875,0.675496
-0.926389,0.042612,0.751627
-0.955050,0.001307,0.717849
-0.981000,-0.007866,0.690093
-0.922693,0.145825,0.774387
-0.958323,0.135177,0.738382
-0.814868,0.130675,1.449522
-0.795689,0.210487,1.457373
-0.844524,0.233496,1.414122
-0.831523,0.280645,1.386636
-0.862285,0.310914,1.357801
-0.785085,0.774004,1.563192
-0.789485,0.885793,1.555758
-0.833832,0.867821,1.517521
-0.870997,0.945139,1.480137
-0.831225,0.984829,1.521283
-0.780977,1.125223,1.585101
-0.828419,1.106521,1.537403
-0.869207,1.078400,1.492805
-0.816679,1.230227,1.562680
-0.857787,1.202664,1.518410
-0.834280,1.550406,1.278860
-0.805994,1.508278,1.236738
-0.850363,1.476254,1.184290
-0.810365,1.337724,1.138981
-0.852715,1.295816,1.085096
-0.807079,1.263640,1.092759
-0.810160,1.241239,1.017098
-0.840954,1.244946,0.986795
-0.797785,1.249700,0.929226
-0.842786,1.248259,0.890892
-0.802518,1.268130,0.837605
-0.850218,1.240647,0.788932
-0.886808,1.185316,0.749742
-0.812883,1.267922,0.733126
-0.851647,1.218499,0.691909
-0.879906,1.141798,0.660007
-0.805439,1.266149,0.638204
-0.827238,1.235446,0.630631
-0.838441,1.166110,0.597565
-0.868200,1.105614,0.598769
-0.838873,1.116399,0.549872
-0.859399,1.082239,0.543589
-0.883195,1.060809,0.518789
-0.786442,1.247899,0.569597
-0.790921,1.205246,0.533362
-0.811950,1.127414,0.490574
-0.857044,1.098586,0.449825
-0.883386,1.143065,0.395168
-0.814566,1.134441,0.393940
-0.870483,1.169625,0.364532
-0.822599,1.205167,0.316274
-0.853339,1.541841,1.482910
-0.780604,1.468304,1.543014
-0.810141,1.539957,1.419652
-0.850366,1.567917,1.383948
-0.806328,1.548632,1.334867
-0.858624,1.570875,1.310494
-0.811219,1.347214,1.576600
-0.863181,1.332076,1.529733
-0.802092,1.423858,1.577743
-0.849921,1.450431,1.545234
-0.828600,1.506418,1.533713
-0.874158,1.337990,-1.010203
-0.828747,1.357317,-0.969059
-0.824279,1.268920,-1.017368
-0.849982,1.609829,-0.618036
-0.854922,1.221844,-1.060649
-0.827043,1.605879,-0.570910
-0.829185,1.588657,-0.665986
-0.881157,1.606472,-0.659456
-0.860178,1.587101,-0.717448
-0.822915,1.555400,-0.764126
-0.861317,1.538042,-0.812496
-0.811094,1.487461,-0.832725
-0.856856,1.467385,-0.896184
-0.806892,1.438362,-0.878422
-0.886601,1.585626,-0.410419
-0.850187,1.437093,-0.285618
-0.860647,1.341442,-0.209405
-0.800293,1.328422,-0.204550
-0.840284,1.527649,-0.362005
-0.791133,1.507246,-0.366907
-0.885780,1.626702,-0.515112
-0.790736,1.411971,-0.281084
-0.835179,1.596097,-0.470166
-0.863787,1.258916,-0.130235
-0.811637,0.587540,-1.532912
-0.823862,1.172456,-1.055219
-0.829645,1.080917,-1.091513
-0.880093,1.054017,-1.141215
-0.845057,1.007413,-1.180154
-0.883588,0.994666,-1.234800
-0.810463,0.935532,-1.229123
-0.860596,0.926080,-1.295984
-0.811802,0.868655,-1.301370
-0.864648,0.853383,-1.353186
-0.822676,0.811480,-1.363729
-0.863777,0.769601,-1.407610
-0.814690,0.739510,-1.433705
-0.855782,0.693399,-1.465105
-0.889081,0.652614,-1.489614
-0.873034,0.616846,-1.513543
-0.906609,0.565665,-1.543447
-0.836120,0.654474,-1.485281
-0.898612,1.175255,-1.099735
-0.880807,0.381296,-1.612283
-0.854988,0.430950,-1.603731
-0.842590,0.367866,-1.621915
-0.831650,0.497871,-1.576779
-0.844591,0.533227,-1.557471
-0.869149,1.152201,-1.090027
-0.872652,-0.240146,-1.651556
-0.845690,-0.201586,-1.657691
-0.890623,-0.456251,-1.617385
-0.846095,-0.778128,-1.529411
-0.821080,-0.125377,-1.659832
-0.865846,-1.107220,-1.384355
-0.885450,-0.681701,-1.553735
-0.842162,-0.328242,-1.652238
-0.863945,-0.120374,-1.652426
-0.910970,-1.015647,-1.415778
-0.857354,-0.891602,-1.486299
-0.839203,-0.441917,-1.631194
-0.848404,-0.996622,-1.445262
-0.890210,-0.902352,-1.473007
-0.907539,-0.789456,-1.509142
-0.866735,-0.375041,-1.641047
-0.849568,-0.557659,-1.598783
-0.875286,-0.605342,-1.580703
-0.819129,-0.891323,-0.807523
-0.883836,-1.008725,-0.680705
-0.883471,-0.911153,-0.761721
-0.915106,-1.189811,-0.455808
-0.816223,-0.791785,-0.885220
-0.820688,-1.166617,-0.555684
-0.883830,-1.105792,-0.599345
-0.882295,-0.813513,-0.841934
-0.840920,-1.087131,-0.636386
-0.866921,-1.250453,-0.405119
-0.832276,-0.987617,-0.715825
-0.824165,-1.239971,-0.460655
-0.868744,-1.190084,-0.499452
-0.890478,-1.164964,-0.518259
-0.900425,-1.392814,0.125268
-0.887461,-1.385687,0.040376
-0.840788,-1.417480,0.059858
-0.893183,-1.355850,-0.060435
-0.852387,-1.386654,-0.021792
-0.895470,-1.302881,-0.152614
-0.836570,-1.362569,-0.099827
-0.883861,-1.280654,-0.235780
-0.844270,-1.312700,-0.198883
-0.908710,-1.238861,-0.359580
-0.888408,-1.264518,-0.312677
-0.835217,-1.306631,-0.293124
-0.867946,-1.466521,-0.110740
-0.907207,-1.404114,-0.225177
-0.866726,-1.390568,-0.274884
-0.848055,-1.425377,-0.194677
-0.825919,-1.450349,-0.148067
-0.895233,-1.209110,0.734849
-0.846283,-1.186395,0.785053
-0.894678,-1.263614,0.659290
-0.844695,-1.240197,0.708253
-0.898873,-1.278047,0.560010
-0.845029,-1.262578,0.610982
-0.895651,-1.308123,0.464558
-0.848229,-1.280138,0.512606
-0.876523,-1.370116,0.376708
-0.826895,-1.346764,0.425986
-0.878767,-1.415433,0.296647
-0.834974,-1.451628,0.281336
-0.886030,-1.442516,0.191238
-0.840069,-1.467940,0.193614
-0.873537,-1.482447,0.150327
-0.839572,-1.515877,0.104245
-0.870105,-1.512331,0.054800
-0.869122,-1.500565,-0.010722
-0.834162,-1.510220,0.018712
-0.805834,-1.066429,0.867854
-0.847020,-1.095825,0.824332
-0.894411,-1.115954,0.777193
-0.837586,-0.966988,0.836499
-0.885156,-0.986804,0.789461
-0.828611,-0.886455,0.771155
-0.881029,-0.905594,0.723001
-0.815967,-0.823866,0.729634
-0.881241,-0.817775,0.660644
-0.822762,-1.367363,1.229037
-0.844219,-1.234072,1.107542
-0.844265,-1.121468,1.124055
-0.882901,-1.145439,1.082420
-0.839708,-0.987774,1.150106
-0.886056,-1.009103,1.101827
-0.805301,-0.828132,1.211600
-0.845851,-0.857902,1.167349
-0.885868,-0.888505,1.122608
-0.846940,-0.714987,1.190302
-0.877258,-0.764846,1.153050
-0.836498,-0.605644,1.214181
-0.887651,-0.635339,1.162452
-0.807461,-0.393799,1.418541
-0.811880,-0.547996,1.247514
-0.881773,-0.547356,1.180110
-0.854969,-0.322216,1.382292
-0.799187,-0.478411,1.270423
-0.837448,-0.466370,1.236876
-0.870727,-0.499473,1.198671
-0.884339,-0.402312,1.202927
-0.686834,1.301288,1.625652
-0.769476,0.174997,1.487788
-0.716008,0.199082,1.529995
-0.696447,0.246223,1.502624
-0.727097,0.244069,1.479406
-0.778607,0.254079,1.430581
-0.718211,0.700682,1.619497
-0.750481,0.780477,1.587769
-0.705417,0.827961,1.631734
-0.742947,0.899024,1.602517
-0.701835,0.958906,1.642579
-0.778095,1.000753,1.575744
-0.688997,1.072094,1.660224
-0.739658,1.060622,1.618448
-0.685548,1.186546,1.664589
-0.734664,1.182563,1.632647
-0.772949,1.254020,1.604412
-0.738412,1.295789,1.629450
-0.733500,1.406792,1.230376
-0.758386,1.370658,1.183388
-0.711278,1.288733,1.185874
-0.745298,1.252539,1.147868
-0.688792,1.161465,1.134103
-0.735513,1.219479,1.109899
-0.767091,1.227766,1.059770
-0.721444,1.209161,1.015304
-0.772260,1.238145,0.966211
-0.747846,1.266311,0.874005
-0.751950,1.288390,0.785661
-0.708282,1.309717,0.738043
-0.775597,1.295605,0.676997
-0.732393,1.314597,0.697023
-0.682793,1.327216,0.653000
-0.733565,1.310614,0.625382
-0.769677,1.278982,0.587952
-0.721841,1.285683,0.517903
-0.737560,1.257626,0.477274
-0.750437,1.216139,0.462288
-0.774206,1.153418,0.435323
-0.699217,1.257494,0.421199
-0.712716,1.217725,0.405580
-0.735899,1.178309,0.380099
-0.780454,1.167545,0.345486
-0.698014,1.204003,0.325924
-0.737894,1.393829,1.590913
-0.693998,1.396482,1.521390
-0.742594,1.453576,1.499513
-0.753604,1.474979,1.464901
-0.724030,1.463631,1.410623
-0.766152,1.517442,1.370352
-0.696358,1.442156,1.366428
-0.711055,1.453695,1.318035
-0.769537,1.513490,1.290666
-0.696211,1.405170,1.277406
-0.678487,1.305168,1.249608
-0.707735,1.181594,1.084832
-0.707832,1.247002,0.910393
-0.691305,1.280467,0.816238
-0.702706,1.203207,1.182441
-0.773640,1.374368,1.602344
-0.740031,1.093621,-0.186481
-0.703329,1.061182,-0.142233
-0.700656,0.712653,-0.549122
-0.772372,0.825400,-0.564720
-0.709687,0.800788,-0.521146
-0.762226,0.806529,0.247898
-0.692638,0.878135,-0.443981
-0.739354,0.683127,-0.587995
-0.785607,0.923788,-0.509606
-0.776181,1.052627,-0.377872
-0.730657,1.001951,-0.386274
-0.771874,0.991510,-0.434717
-0.723829,0.844893,-0.505976
-0.736317,0.789853,-0.550744
-0.745698,0.948824,-0.447082
-0.790501,0.763262,-0.604242
-0.704195,0.947704,-0.404045
-0.763209,0.905147,0.158790
-0.765719,0.995087,0.078360
-0.715707,0.849377,0.197726
-0.783159,1.116790,-0.205942
-0.696389,0.918724,0.121557
-0.693640,1.050474,-0.228448
-0.781231,1.091878,-0.303015
-0.707894,1.004088,0.025455
-0.747608,1.049907,-0.008661
-0.690919,1.038683,-0.068959
-0.788000,1.084264,-0.021799
-0.737312,1.078650,-0.084042
-0.705371,1.020832,-0.324484
-0.781027,1.119880,-0.125372
-0.744684,1.086337,-0.250999
-0.733152,1.066596,-0.287409
-0.701167,0.730385,-1.441989
-0.716130,0.757986,-1.418683
-0.777906,0.643184,-1.505228
-0.744207,0.689411,-1.475498
-0.760206,0.719129,-1.452901
-0.723291,0.619738,-1.537124
-0.741564,1.073661,-1.046139
-0.781968,1.095155,-1.053440
-0.707862,1.069306,-1.096920
-0.745184,1.020528,-1.131583
-0.779045,0.971871,-1.173880
-0.700088,1.082996,-1.091038
-0.713141,0.948523,-1.225827
-0.752864,0.897483,-1.255048
-0.740144,0.875108,-1.279708
-0.771945,0.832480,-1.313676
-0.727918,0.814653,-1.343417
-0.773919,0.782833,-1.390314
-0.782198,0.362152,-1.626389
-0.719436,0.332336,-1.630985
-0.765452,0.457054,-1.597705
-0.747420,0.529479,-1.575505
-0.707243,0.907569,-1.280210
-0.751661,0.583643,-1.549793
-0.706548,1.094269,-1.007105
-0.743146,0.392994,-1.617678
-0.717862,0.575004,-1.563270
-0.797586,0.542914,-1.555846
-0.807882,-0.263025,-1.109360
-0.765699,-0.561575,-1.012999
-0.765953,0.198966,-1.206153
-0.767883,-0.686414,-0.958291
-0.791602,-0.037754,-1.176175
-0.764535,-0.350374,-1.087479
-0.742483,-0.012123,-1.188108
-0.794690,-0.473264,-1.041770
-0.742492,0.257481,-1.203897
-0.718032,-0.770839,-0.914582
-0.781924,0.076337,-1.198505
-0.714243,-0.651214,-0.980808
-0.736515,0.105704,-1.206364
-0.756934,-0.119579,-1.159255
-0.790153,-0.137195,-1.149621
-0.804890,-0.672625,-0.958014
-0.773761,-0.390108,-1.073941
-0.808738,-0.584471,-0.995906
-0.725322,-0.543110,-1.025198
-0.754295,-0.451367,-1.055922
-0.714531,-0.449015,-1.060201
-0.712680,-0.309429,-1.105540
-0.756382,-0.219757,-1.129434
-0.712883,-0.209028,-1.137764
-0.737619,-1.277087,-1.308341
-0.780062,-1.251433,-1.319170
-0.760179,-1.455495,-1.135528
-0.753668,-1.377318,-1.221202
-0.795248,-1.415261,-1.166934
-0.773355,-1.619349,-0.971168
-0.770973,-1.544181,-1.050785
-0.773261,-1.314621,-1.273231
-0.741575,-1.714380,-0.854685
-0.808976,-1.356931,-1.220864
-0.796320,-1.721227,-0.807385
-0.726331,-1.503177,-1.086535
-0.736166,-1.757479,-0.772560
-0.806221,-1.489144,-1.104244
-0.810621,-1.849109,-0.351904
-0.767498,-1.214651,-1.349211
-0.820204,-1.821599,-0.448323
-0.764878,-1.857622,-0.417014
-0.809597,-1.799042,-0.532849
-0.760600,-1.828639,-0.504479
-0.803534,-1.762704,-0.618804
-0.754846,-1.797174,-0.588838
-0.724919,-1.815572,-0.557830
-0.816844,-1.729699,-0.702839
-0.760445,-1.765490,-0.685003
-0.725220,-1.652501,-0.939291
-0.720059,-1.878914,-0.394222
-0.753731,-1.644206,1.216125
-0.812768,-1.882506,0.162956
-0.758725,-1.604683,1.304329
-0.816666,-1.949064,0.350211
-0.778530,-1.936106,0.301907
-0.798570,-1.625562,1.239363
-0.706752,-1.579364,1.343481
-0.798272,-1.673156,1.162586
-0.794476,-1.703592,1.067103
-0.742813,-1.683914,1.117012
-0.800664,-1.715265,0.967314
-0.748818,-1.695626,1.017226
-0.794602,-1.777752,0.892383
-0.741337,-1.760514,0.942835
-0.710943,-1.741524,0.975557
-0.742325,-1.831086,0.880369
-0.797881,-1.891061,0.749379
-0.747829,-1.868077,0.798549
-0.793292,-1.924008,0.654590
-0.737792,-1.925640,0.708563
-0.784771,-1.966031,0.562819
-0.735551,-1.953893,0.613666
-0.794074,-1.971463,0.461640
-0.732585,-1.971290,0.516731
-0.753022,-1.954640,0.410546
-0.733402,-1.954294,0.314512
-0.779279,-1.897296,0.192635
-0.739914,-1.941036,0.249856
-0.717631,-1.919755,0.136903
-0.764538,-1.896315,0.114553
-0.757514,-1.493663,1.325827
-0.717377,-0.990279,0.961685
-0.787678,-0.955752,0.888469
-0.734955,-0.900832,0.926663
-0.731142,-0.865055,0.888581
-0.784664,-0.898078,0.858569
-0.769398,-0.859245,0.817041
-0.720764,-0.831117,0.848880
-0.726903,-0.796578,0.819326
-0.770932,-0.811073,0.773976
-0.752237,-0.712122,0.798922
-0.797597,-0.735189,0.749679
-0.715137,-0.666579,0.841802
-0.717376,-0.557934,0.857044
-0.756492,-0.584742,0.814146
-0.798565,-0.609797,0.767904
-0.712141,-0.418550,0.886114
