-2.037590,0.040275,-0.209358
-2.042716,0.164470,-0.199116
-2.041423,0.266699,-0.196176
-2.061830,0.513447,-0.382812
-2.037482,0.767631,-0.255220
-2.047021,0.739209,-0.285120
-2.073303,0.636098,-0.317210
-2.073231,0.558386,-0.287608
-2.041987,0.710706,-0.335436
-2.051162,0.652364,-0.370072
-2.064539,0.587906,-0.383043
-2.035615,0.469776,-0.453320
-2.067936,0.496207,-0.308497
-2.051147,0.432344,-0.291457
-2.047991,0.409761,-0.346884
-2.052943,0.450575,-0.398232
-2.044240,0.452201,-0.236353
-2.061158,0.589651,-0.230765
-2.071600,0.673063,-0.267366
-2.050859,0.738732,-0.224982
-2.036677,-0.057582,0.045283
-2.047257,-0.374957,-0.591015
-2.091909,-0.403522,-0.644313
-2.055518,-0.356977,-0.706185
-2.107882,-0.409541,-0.750903
-2.063323,-0.360728,-0.743468
-2.085772,-0.379421,-0.766040
-2.039673,-0.359296,-0.767836
-2.059269,-0.380442,-0.811215
-2.077931,-0.407391,-0.849443
-2.061394,-0.413251,-0.882600
-2.052275,-0.429168,-0.908513
-2.039042,-0.489911,-0.977173
-2.116918,-0.461720,-0.683438
-2.129074,-0.578229,-0.707104
-2.133015,-0.696831,-0.710495
-2.123445,-0.487689,-0.778242
-2.130829,-0.555836,-0.766446
-2.131717,-0.607025,-0.793425
-2.135806,-0.679031,-0.777355
-2.130947,-0.742888,-0.802831
-2.126827,-0.535409,-0.809276
-2.131024,-0.658896,-0.820056
-2.102797,-0.447789,-0.842403
-2.110463,-0.519728,-0.866935
-2.117206,-0.586741,-0.866073
-2.119535,-0.645976,-0.886864
-2.123507,-0.722943,-0.861886
-2.119771,-0.773558,-0.893361
-2.109791,-0.883108,-0.902561
-2.083730,-0.504863,-0.925107
-2.102669,-0.611309,-0.949840
-2.107097,-0.678451,-0.962139
-2.105152,-0.755845,-0.959630
-2.092689,-0.882862,-0.957157
-2.084715,-0.560598,-0.956638
-2.093505,-0.807470,-0.978225
-2.057289,-0.559069,-1.002855
-2.074576,-0.607738,-1.011219
-2.076074,-0.676876,-1.024339
-2.071861,-0.744818,-1.023390
-2.067135,-0.797849,-1.020655
-2.060372,-0.884201,-1.017889
-2.038473,-0.659260,-1.073614
-2.045323,-0.736054,-1.064624
-2.043968,-0.930105,-1.028767
-2.124045,-0.644452,-0.644893
-2.069106,-0.461545,-0.503200
-2.096706,-0.494282,-0.560228
-2.108483,-0.546338,-0.588984
-2.117955,-0.542423,-0.649588
-2.109786,-0.484246,-0.617949
-2.127478,-0.812950,-0.723051
-2.104480,-0.911910,-0.683680
-2.124451,-0.843167,-0.767154
-2.122255,-0.855872,-0.815854
-2.117734,-0.869377,-0.861183
-2.057817,-0.970292,-0.549166
-2.071040,-1.007478,-0.645770
-2.035065,-1.117306,-0.647659
-2.106476,-0.947484,-0.777360
-2.074560,-1.039856,-0.749826
-2.034286,-1.136240,-0.698919
-2.057432,-1.089480,-0.768698
-2.093417,-0.975542,-0.867284
-2.056899,-1.074373,-0.840550
-2.069886,-0.982458,-0.936688
-2.036405,-1.084826,-0.893612
-2.045959,-1.024796,-0.945201
-2.034121,-0.924517,-0.462751
-2.052855,-0.926872,-0.505904
-2.036615,-0.769181,-0.399458
-2.054826,-0.815136,-0.461135
-2.076541,-0.847811,-0.534223
-2.041639,-0.633486,-0.385440
-2.094536,-0.868397,-0.593807
-2.095295,-0.905203,-0.624907
-2.065576,-0.679605,-0.449328
-2.082591,-0.727002,-0.511903
-2.104131,-0.744494,-0.583078
-2.109180,-0.786155,-0.613269
-2.120690,-0.800424,-0.662431
-2.062163,-0.544737,-0.440097
-2.080487,-0.603710,-0.479638
-2.103321,-0.637714,-0.566401
-2.088958,-0.568223,-0.509491
-2.117621,-0.658470,-0.615383
-2.037375,-0.456322,-0.426253
-1.964383,0.277510,0.286105
-1.966877,-0.035144,-0.134191
-1.994473,-0.070107,-0.171469
-1.996607,-0.120024,-0.191948
-1.966687,0.083413,-0.121271
-2.010200,0.055083,-0.171253
-1.966461,0.222114,-0.108889
-2.010585,0.194759,-0.158425
-1.960668,0.337140,-0.098252
-2.007880,0.319021,-0.152519
-1.938363,0.439302,-0.077537
-1.977653,0.415318,-0.126463
-1.975754,0.434596,-0.163865
-2.007208,0.379190,-0.209281
-1.940026,0.483527,-0.121327
-1.963290,0.826547,-0.254610
-1.992446,0.779725,-0.301986
-2.017563,0.739343,-0.335888
-1.953259,0.784318,-0.345929
-1.981629,0.742514,-0.385327
-1.998773,0.712076,-0.406493
-2.012991,0.663083,-0.424868
