PC1,PC2,PC3
-0.836822,1.090226,-0.856204
-0.312094,-1.079211,-1.067602
0.980521,1.618009,0.314647
-1.309595,1.232976,0.428729
-1.470503,1.246148,0.257813
-1.767683,0.806097,-0.043850
-1.820698,0.792427,-0.099611
-1.853480,0.752053,-0.132649
-1.877957,0.618521,-0.149242
0.141823,0.895852,-0.486234
0.095362,0.865250,-0.534096
0.326406,1.062671,-0.310300
-0.533354,0.738633,-1.086284
-1.019689,-1.293394,-0.717447
-0.420830,0.786112,-0.997210
0.967814,1.587946,-0.640991
1.667637,-0.153924,-1.023621
-0.400132,-0.025798,-1.404244
0.382966,-0.045642,-0.754534
0.239832,0.392433,-0.740567
-0.972169,-0.489821,-1.307638
-1.993883,-0.107014,-0.232674
-2.025934,-0.187000,-0.257991
1.558522,-0.144763,-0.564963
1.702851,-0.726890,-1.048921
-0.455476,-1.621443,-0.379670
0.498295,-0.982522,0.481625
1.758896,1.077430,-0.098161
-0.829598,-0.218079,-1.426595
-0.976653,-0.255697,-1.387004
1.643381,-0.497060,-1.298026
-1.355652,0.448631,-1.191794
-0.224527,0.211858,-1.310860
0.506348,0.103851,-0.535993
1.466899,0.587710,0.542270
-0.831208,0.997989,-0.898476
1.759709,0.027239,-0.265211
-0.713536,1.283540,-0.444118
-0.919288,1.217603,0.774471
-0.962171,1.176912,0.730616
-1.005162,1.136248,0.686865
0.508244,-1.193668,0.433782
0.687839,-0.217990,-0.333855
-1.313644,1.200645,0.359733
-1.389604,1.223844,0.294462
-1.432181,1.209206,0.250366
-1.470915,1.158229,0.211779
-1.471595,1.054972,0.177641
-1.518461,1.011495,0.139677
-1.567048,0.984878,0.089708
-1.615750,0.927150,0.066190
-1.670949,0.919288,0.006924
-1.720731,0.897144,-0.045671
-1.771830,0.874786,-0.096239
-1.811810,0.870893,-0.164927
-1.832990,0.831021,-0.158833
-1.854454,0.785561,-0.179624
-1.868060,0.721264,-0.227493
0.876317,1.960731,-0.433239
1.059424,1.210878,-0.781768
-0.459669,0.759830,-1.036958
0.834007,1.920914,-0.477055
0.786283,1.863952,-0.500142
1.075131,1.566910,-0.647319
1.043349,1.507108,-0.675667
1.026774,0.159028,1.040527
1.029124,1.842937,-0.473840
1.233405,1.544104,-0.564610
-2.000083,-0.129533,-0.326083
-2.047255,-0.157259,-0.373321
-2.091910,-0.185826,-0.426616
1.365454,0.140212,-0.838004
-0.698309,-0.271256,-1.428128
1.505991,0.092351,-0.971224
-1.042739,-0.283359,-1.358066
1.703319,-0.518229,-1.308438
1.676289,-0.552257,-1.344383
0.268198,-0.014783,-0.915857
