0.147137,0.006543,-0.071427
0.184308,0.007550,-0.042965
0.227145,0.283933,-0.128902
0.005017,0.027023,-0.223624
0.093067,-0.011602,-0.119015
0.099088,-0.004116,-0.107555
0.155084,-0.013200,-0.062397
-0.167794,-0.025244,-0.279158
-0.155773,-0.107426,-0.257991
-0.023599,0.168301,-0.131968
-0.106751,-0.044894,-0.277928
0.375312,-0.049285,-0.047855
-0.196530,-0.076244,-0.260091
-0.218827,-0.164925,-0.208236
0.304105,-0.031502,-0.223356
0.170955,0.389682,-0.073838
0.109323,0.383573,-0.071445
0.182297,0.384162,-0.070397
-0.000390,-0.029538,-0.238963
-0.147094,-0.164715,-0.235216
-0.116304,-0.267533,-0.158096
0.291899,0.245918,0.005210
0.168533,0.243294,0.080368
0.299521,0.160101,-0.097815
0.294817,0.269531,-0.068303
-0.052525,0.069900,-0.247543
-0.079033,0.065370,-0.260972
0.122703,-0.006582,-0.082725
0.207769,0.091334,-0.100093
0.162407,0.386224,-0.083286
-0.010507,0.068958,-0.222017
0.096134,0.153039,-0.077711
0.199460,0.005566,0.201628
-0.090702,-0.034371,-0.277540
0.282200,0.132320,0.103152
-0.139899,-0.224135,-0.198445
-0.148214,-0.219306,-0.201059
0.264078,0.106659,0.118675
0.318885,-0.047377,-0.225584
0.216910,0.341722,-0.097741
-0.038509,0.174219,-0.141740
0.332835,-0.188981,-0.225747
0.328202,-0.090211,-0.167881
0.116985,0.009095,-0.088959
-0.055370,0.035424,-0.263040
0.158527,0.105300,-0.089008
0.107020,-0.021769,-0.098488
-0.098464,0.036959,-0.271450
-0.105592,0.029614,-0.277134
-0.176951,-0.026672,-0.276879
-0.162597,-0.017711,-0.280733
0.280985,0.016529,-0.187231
0.309245,0.132702,0.072147
0.183228,0.177549,-0.119995
-0.219652,-0.103861,-0.240116
-0.182407,-0.156440,-0.230282
-0.245912,-0.042574,-0.246653
0.251080,0.126864,-0.132924
0.227350,-0.070018,-0.186257
0.194032,0.318351,-0.122332
0.180363,0.348610,-0.108671
-0.008198,0.161778,0.206788
0.274168,0.132181,0.112687
0.125702,0.393640,-0.068701
0.393663,-0.063995,-0.049467
0.144293,-0.012250,-0.069152
0.167387,0.087564,-0.083214
0.328400,0.089595,-0.068971
0.174288,0.349345,0.049114
-0.059230,0.062801,-0.254281
-0.071353,0.075058,-0.253946
0.132453,-0.006691,-0.077243
0.288369,0.129225,-0.108585
-0.148352,-0.017923,-0.282608
0.304071,-0.051169,-0.227783
-0.144174,-0.256943,-0.162626
0.424886,-0.029224,-0.046392
-0.038256,0.121306,-0.207344
-0.265114,0.077621,-0.234703
0.239504,-0.148977,-0.219992
0.287562,0.026839,-0.181469
0.129323,-0.025457,-0.073533
0.303950,0.012939,-0.186282
-0.045285,0.169579,-0.152256
0.274714,0.246639,0.023055
0.530423,-0.151800,0.002276
0.130865,0.399901,-0.063349
0.214394,0.119712,0.150911
0.206906,0.100530,-0.103519
-0.170932,-0.067252,-0.269796
